,KEY,DATETIME,ID,NAME,Wind_Speed_24,VMAX,LAT,LON,PER,SHRD,D200,RHLO,SDBT,POT,PC2,SHRD2,SHRG,DIVC,U200,EPSS,ENSS,TPWC,PC1,SDBT2,TBMX,RSST,storm name,landfall date,damage ranke,current damage($ 2020),base damage,landfall state,category,winds(MPH)
106,DEBB-1982,1982-09-18 12:00:00,AL061982,DEBB,70.0,110.0,41.6,-58.5,-5.0,18.5,50.0,62.0,11.60000017,71.0,4.0,21.8,29.5,39.0,29.0,0.0,12.2,53.8,1.0,156.0,-29.8,22.4,,,,,,,,
107,DEBB-1982,1982-09-18 18:00:00,AL061982,DEBB,70.0,100.0,43.5,-56.1,-10.0,21.7,45.0,64.0,10.70000016,100.0,6.0,23.4,29.2,27.0,30.3,0.0,14.7,51.8,1.0,194.0,-26.5,18.8,,,,,,,,
108,DEBB-1982,1982-09-19 00:00:00,AL061982,DEBB,70.0,90.0,45.3,-53.5,-20.0,28.6,67.0,68.0,22.10000033,90.0,38.0,30.2,37.2,79.0,38.4,0.0,18.6,51.3,1.0,252.0,-31.7,15.3,,,,,,,,
109,DEBB-1982,1982-09-19 06:00:00,AL061982,DEBB,60.0,75.0,47.0,-50.5,-25.0,17.3,76.0,74.0,11.70000017,75.0,83.0,30.1,40.2,96.0,43.5,0.0,21.0,49.9,30.0,198.0,-3.8,13.0,,,,,,,,
110,DEBB-1982,1982-09-19 12:00:00,AL061982,DEBB,50.0,70.0,48.5,-47.1,-20.0,26.6,76.0,69.0,10.30000015,70.0,71.0,37.0,49.6,88.0,47.6,0.0,23.7,46.4,1.0,146.0,-17.4,10.6,,,,,,,,
111,DEBB-1982,1982-09-19 18:00:00,AL061982,DEBB,,70.0,50.0,-43.5,-5.0,37.7,35.0,58.0,17.20000026,70.0,83.0,45.4,62.0,16.0,57.4,0.0,27.3,40.8,1.0,217.0,-6.7,13.0,,,,,,,,
112,DEBB-1982,1982-09-20 00:00:00,AL061982,DEBB,,70.0,50.8,-39.0,0.0,40.3,16.0,52.0,16.70000025,70.0,59.0,43.8,61.4,25.0,60.1,0.0,28.1,35.7,1.0,217.0,-27.1,13.7,,,,,,,,
113,DEBB-1982,1982-09-20 06:00:00,AL061982,DEBB,,60.0,51.5,-33.5,-10.0,49.7,-21.0,49.0,13.300000199999998,60.0,57.0,49.8,68.5,-24.0,66.4,0.0,26.1,31.7,30.0,184.0,-34.7,12.8,,,,,,,,
114,DEBB-1982,1982-09-20 12:00:00,AL061982,DEBB,,50.0,51.8,-26.6,-20.0,48.3,-41.0,54.0,10.90000016,37.0,54.0,45.2,68.7,5.0,64.6,0.0,24.1,24.1,1.0,157.0,-23.3,14.0,,,,,,,,
115,ERNE-1982,1982-09-30 12:00:00,AL081982,ERNE,40.0,30.0,24.8,-65.4,,16.8,13.0,74.0,,-119.0,,16.3,19.2,21.0,0.9,3.8,2.7,49.1,,,,28.5,,,,,,,,
116,ERNE-1982,1982-09-30 18:00:00,AL081982,ERNE,50.0,30.0,25.3,-66.8,,6.9,38.0,73.0,,-118.0,,9.9,13.3,26.0,-0.6,3.3,2.7,49.6,,,,28.4,,,,,,,,
117,ERNE-1982,1982-10-01 00:00:00,AL081982,ERNE,60.0,30.0,25.9,-67.4,0.0,11.7,25.0,72.0,,-112.0,,14.0,22.0,-22.0,4.2,4.3,2.5,51.8,,,,28.3,,,,,,,,
118,ERNE-1982,1982-10-01 06:00:00,AL081982,ERNE,55.0,35.0,26.5,-67.8,5.0,18.7,69.0,73.0,,-107.0,,19.9,28.1,28.0,11.1,4.3,2.5,54.2,,,,28.2,,,,,,,,
119,ERNE-1982,1982-10-01 12:00:00,AL081982,ERNE,50.0,40.0,27.3,-67.7,10.0,13.7,80.0,73.0,,-100.0,,19.7,25.0,69.0,16.0,4.1,2.6,52.9,,,,28.0,,,,,,,,
120,ERNE-1982,1982-10-01 18:00:00,AL081982,ERNE,45.0,50.0,27.9,-67.1,15.0,12.7,77.0,75.0,,-85.0,,16.8,26.7,69.0,16.3,5.3,2.6,54.3,,,,27.9,,,,,,,,
121,ERNE-1982,1982-10-02 00:00:00,AL081982,ERNE,,60.0,28.5,-66.2,20.0,11.2,51.0,72.0,,-75.0,,17.6,31.5,39.0,16.7,4.9,2.6,52.3,,,,27.9,,,,,,,,
122,ERNE-1982,1982-10-02 06:00:00,AL081982,ERNE,,55.0,29.1,-65.1,5.0,11.5,66.0,73.0,,-83.0,,18.2,26.9,87.0,19.7,4.5,2.6,55.0,,,,27.8,,,,,,,,
123,ERNE-1982,1982-10-02 12:00:00,AL081982,ERNE,,50.0,29.8,-63.0,-10.0,22.2,90.0,70.0,,-94.0,,22.9,33.2,131.0,26.7,3.3,2.9,52.4,,,,27.9,,,,,,,,
124,ERNE-1982,1982-10-02 18:00:00,AL081982,ERNE,,45.0,30.5,-60.5,-10.0,11.7,119.0,72.0,,-96.0,,16.2,24.5,146.0,29.4,3.9,3.0,46.6,,,,27.8,,,,,,,,
125,ALIC-1983,1983-08-15 12:00:00,AL031983,ALIC,55.0,30.0,27.3,-90.5,,15.0,-12.0,61.0,21.30000032,-132.0,84.0,15.6,18.6,-30.0,-7.5,3.7,3.3,48.8,1.0,265.0,-20.1,30.0,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
126,ALIC-1983,1983-08-15 18:00:00,AL031983,ALIC,60.0,40.0,27.2,-91.0,,7.6,-6.0,61.0,19.20000029,-114.0,41.0,8.7,12.8,-14.0,-8.0,5.5,3.8,50.9,1.0,264.0,-26.6,30.0,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
127,ALIC-1983,1983-08-16 00:00:00,AL031983,ALIC,65.0,45.0,27.1,-91.5,15.0,10.4,-28.0,56.0,18.90000028,-104.0,72.0,8.3,13.0,-51.0,-3.4,6.2,3.9,53.8,0.0,224.0,-1.1,30.0,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
128,ALIC-1983,1983-08-16 06:00:00,AL031983,ALIC,70.0,50.0,27.0,-92.0,10.0,18.8,-26.0,56.0,27.40000041,-109.0,101.0,16.3,17.1,-39.0,-3.5,3.9,3.9,53.5,0.0,231.0,-27.2,30.0,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
129,ALIC-1983,1983-08-16 12:00:00,AL031983,ALIC,75.0,55.0,27.1,-92.4,10.0,11.5,0.0,61.0,17.80000027,-104.0,-23.0,15.2,17.5,-29.0,-5.4,4.0,3.6,56.7,1.0,276.0,-57.7,29.9,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
130,ALIC-1983,1983-08-16 18:00:00,AL031983,ALIC,90.0,60.0,27.3,-92.8,10.0,9.3,14.0,61.0,11.40000017,-88.0,-26.0,9.6,15.3,-16.0,-3.4,5.9,4.4,56.3,1.0,169.0,-42.3,29.8,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
131,ALIC-1983,1983-08-17 00:00:00,AL031983,ALIC,95.0,65.0,27.4,-93.3,10.0,12.0,-18.0,57.0,14.70000022,-82.0,26.0,11.2,17.0,-29.0,2.5,5.9,5.0,56.3,0.0,191.0,-45.6,29.9,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
132,ALIC-1983,1983-08-17 06:00:00,AL031983,ALIC,100.0,70.0,27.7,-93.7,10.0,17.3,-2.0,58.0,16.00000024,-83.0,51.0,18.3,19.3,13.0,2.0,4.9,4.1,56.5,0.0,214.0,-54.6,29.9,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
133,ALIC-1983,1983-08-17 12:00:00,AL031983,ALIC,80.0,75.0,27.9,-94.2,10.0,4.8,12.0,62.0,10.40000015,-80.0,-42.0,14.4,18.5,18.0,-1.4,4.7,3.7,58.9,1.0,174.0,-66.2,29.8,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
134,ALIC-1983,1983-08-17 18:00:00,AL031983,ALIC,40.0,90.0,28.1,-94.5,20.0,1.0,34.0,60.0,10.10000015,-55.0,-11.0,6.6,14.4,26.0,-5.0,6.5,5.0,59.1,1.0,174.0,-22.2,29.8,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
135,ALIC-1983,1983-08-18 00:00:00,AL031983,ALIC,35.0,95.0,28.4,-94.8,20.0,2.0,15.0,60.0,11.20000017,-46.0,13.0,5.8,14.3,23.0,-3.1,7.0,5.5,60.5,1.0,179.0,-6.6,29.8,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
136,ALIC-1983,1983-08-18 06:00:00,AL031983,ALIC,30.0,100.0,28.9,-95.0,10.0,7.6,32.0,60.0,9.900000148,-52.0,4.0,9.6,17.8,31.0,-6.7,4.1,4.9,61.9,0.0,131.0,4.3,29.7,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
137,ALIC-1983,1983-08-18 12:00:00,AL031983,ALIC,25.0,80.0,29.7,-95.5,,6.2,3.0,62.0,12.20000018,-72.0,7.0,9.5,16.6,-6.0,-9.3,3.4,5.1,60.0,1.0,192.0,-18.6,29.5,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
138,ALIC-1983,1983-08-18 18:00:00,AL031983,ALIC,25.0,40.0,30.5,-96.0,,6.5,3.0,62.0,8.500000127,-94.0,4.0,10.3,15.9,3.0,-13.4,4.9,7.8,59.4,1.0,178.0,-50.5,29.0,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
139,ALIC-1983,1983-08-19 00:00:00,AL031983,ALIC,20.0,35.0,31.5,-96.7,,0.7,-25.0,58.0,7.300000109,-74.0,20.0,3.9,13.8,-30.0,-8.1,4.9,9.4,60.0,1.0,134.0,-33.4,27.9,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
140,ALIC-1983,1983-08-19 06:00:00,AL031983,ALIC,,30.0,32.4,-97.4,,8.6,9.0,55.0,8.70000013,-62.0,84.0,8.0,17.3,14.0,-8.6,1.7,8.5,60.7,0.0,116.0,-13.9,26.6,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
141,ALIC-1983,1983-08-19 12:00:00,AL031983,ALIC,,25.0,33.3,-98.0,,13.4,-4.0,58.0,11.70000017,-43.0,56.0,11.9,19.2,-1.0,-11.7,1.2,7.8,60.4,1.0,153.0,-20.7,25.4,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
142,ALIC-1983,1983-08-19 18:00:00,AL031983,ALIC,,25.0,34.4,-98.5,,3.4,19.0,57.0,11.30000017,2.0,114.0,8.1,15.2,25.0,-6.1,3.8,11.4,61.1,0.0,178.0,-24.2,24.3,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
143,ALIC-1983,1983-08-20 00:00:00,AL031983,ALIC,,20.0,35.4,-99.0,,8.0,8.0,55.0,10.90000016,20.0,157.0,3.1,8.3,4.0,0.3,4.0,12.9,63.0,0.0,165.0,0.0,23.4,Alicia,"Aug 18,1983",26.0,22330000000.0,3000000000.0,TX,3,115.0
144,BARR-1983,1983-08-23 18:00:00,AL041983,BARR,50.0,25.0,26.0,-76.0,,11.2,34.0,63.0,,-107.0,,13.7,16.3,40.0,-12.6,8.5,2.7,56.4,,,,29.1,,,,,,,,
145,BARR-1983,1983-08-24 00:00:00,AL041983,BARR,45.0,30.0,26.8,-76.2,,17.8,15.0,63.0,,-104.0,,15.2,19.9,-3.0,-11.3,8.2,2.7,57.1,,,,29.2,,,,,,,,
146,BARR-1983,1983-08-24 06:00:00,AL041983,BARR,40.0,40.0,27.4,-76.3,15.0,27.2,27.0,59.0,,-98.0,,23.6,27.2,45.0,-9.0,7.0,2.7,55.1,,,,29.2,,,,,,,,
147,BARR-1983,1983-08-24 12:00:00,AL041983,BARR,30.0,50.0,28.1,-76.8,20.0,31.8,13.0,62.0,,-94.0,,25.4,30.8,28.0,-10.5,6.1,2.6,54.8,,,,29.2,,,,,,,,
148,BARR-1983,1983-08-24 18:00:00,AL041983,BARR,25.0,50.0,28.1,-77.6,10.0,28.2,11.0,65.0,,-87.0,,20.9,23.7,-2.0,-17.8,8.3,2.8,57.1,,,,29.3,,,,,,,,
149,BARR-1983,1983-08-25 00:00:00,AL041983,BARR,20.0,45.0,28.1,-78.9,-5.0,19.8,12.0,66.0,,-102.0,,18.7,22.3,38.0,-11.9,6.4,3.1,59.7,,,,29.5,,,,,,,,
150,BARR-1983,1983-08-25 06:00:00,AL041983,BARR,25.0,40.0,28.0,-79.8,-10.0,24.3,15.0,64.0,,-114.0,,22.2,28.6,24.0,-12.6,4.4,3.2,60.7,,,,29.5,,,,,,,,
151,BARR-1983,1983-08-25 12:00:00,AL041983,BARR,30.0,30.0,27.9,-80.8,,19.8,-13.0,66.0,,-124.0,,20.6,25.7,-19.0,-8.9,4.6,2.9,59.8,,,,29.5,,,,,,,,
152,BARR-1983,1983-08-25 18:00:00,AL041983,BARR,30.0,25.0,27.5,-82.0,,14.9,9.0,68.0,,-122.0,,17.3,20.7,19.0,-15.5,7.8,2.9,58.8,,,,29.8,,,,,,,,
153,BARR-1983,1983-08-26 00:00:00,AL041983,BARR,30.0,20.0,27.0,-83.8,,7.5,1.0,67.0,,-132.0,,9.3,14.5,12.0,-14.0,6.9,2.8,59.1,,,,30.1,,,,,,,,
154,BARR-1983,1983-08-26 06:00:00,AL041983,BARR,30.0,25.0,26.3,-85.0,,8.2,-3.0,65.0,,-134.0,,10.0,15.1,-16.0,-13.3,5.6,2.6,57.0,,,,30.2,,,,,,,,
155,BARR-1983,1983-08-26 12:00:00,AL041983,BARR,35.0,30.0,25.7,-86.3,10.0,8.9,-7.0,68.0,,-133.0,,11.3,18.0,-41.0,-14.2,4.4,2.7,59.1,,,,30.1,,,,,,,,
156,BARR-1983,1983-08-26 18:00:00,AL041983,BARR,45.0,30.0,25.2,-87.6,5.0,12.6,-11.0,70.0,,-128.0,,10.1,16.1,-16.0,-14.6,5.0,3.1,58.2,,,,30.0,,,,,,,,
157,BARR-1983,1983-08-27 00:00:00,AL041983,BARR,60.0,30.0,25.1,-88.9,0.0,11.8,3.0,70.0,,-125.0,,6.1,12.5,33.0,-14.0,5.2,2.9,58.5,,,,29.9,,,,,,,,
158,BARR-1983,1983-08-27 06:00:00,AL041983,BARR,60.0,30.0,25.2,-90.2,0.0,16.3,12.0,66.0,,-130.0,,11.4,15.7,14.0,-18.6,2.8,3.0,56.9,,,,29.8,,,,,,,,
159,BARR-1983,1983-08-27 12:00:00,AL041983,BARR,65.0,35.0,25.8,-91.6,5.0,6.9,-5.0,69.0,29.90000045,-124.0,,8.4,16.2,-5.0,-12.6,2.4,3.0,58.5,,312.0,-1.6,29.5,,,,,,,,
160,BARR-1983,1983-08-27 18:00:00,AL041983,BARR,70.0,45.0,25.8,-93.0,15.0,11.8,29.0,69.0,,-104.0,,9.8,15.4,34.0,-14.4,3.5,3.8,59.2,,,,29.3,,,,,,,,
161,BARR-1983,1983-08-28 00:00:00,AL041983,BARR,40.0,60.0,25.7,-94.5,25.0,7.5,18.0,65.0,,-79.0,,5.8,8.6,5.0,-13.5,5.6,4.3,61.8,,,,29.3,,,,,,,,
162,BARR-1983,1983-08-28 06:00:00,AL041983,BARR,30.0,60.0,25.5,-95.5,15.0,17.8,-1.0,66.0,,-89.0,,12.7,17.4,-20.0,-13.0,3.4,3.7,59.0,,,,29.3,,,,,,,,
163,BARR-1983,1983-08-28 12:00:00,AL041983,BARR,25.0,65.0,25.5,-96.4,5.0,21.6,-28.0,68.0,20.50000031,-82.0,,15.3,18.2,-21.0,-10.5,3.4,3.2,57.7,,295.0,-57.0,29.1,,,,,,,,
164,BARR-1983,1983-08-28 18:00:00,AL041983,BARR,,70.0,25.4,-97.5,10.0,29.9,-3.0,65.0,,-59.0,,17.9,17.4,-20.0,-14.8,6.8,5.3,56.4,,,,29.0,,,,,,,,
165,BARR-1983,1983-08-29 00:00:00,AL041983,BARR,,40.0,25.5,-98.5,,15.2,-6.0,65.0,,-78.0,,11.0,11.5,-20.0,-13.1,8.8,5.2,57.6,,,,29.0,,,,,,,,
166,BARR-1983,1983-08-29 06:00:00,AL041983,BARR,,30.0,25.5,-99.5,,17.3,-6.0,68.0,,-101.0,,15.7,16.1,7.0,-13.3,6.5,2.7,60.3,,,,29.1,,,,,,,,
167,BARR-1983,1983-08-29 12:00:00,AL041983,BARR,,25.0,25.5,-100.5,,15.7,-35.0,72.0,,-116.0,,14.8,16.0,-1.0,-10.0,5.5,2.2,62.7,,,,29.2,,,,,,,,
168,CHAN-1983,1983-09-10 12:00:00,AL051983,CHAN,55.0,25.0,30.2,-64.4,,9.1,-3.0,58.0,,-111.0,,7.6,11.4,2.0,11.8,4.2,3.2,49.1,,,,28.0,,,,,,,,
169,CHAN-1983,1983-09-10 18:00:00,AL051983,CHAN,65.0,30.0,30.9,-64.0,,6.2,2.0,57.0,13.700000199999998,-104.0,,6.5,11.8,5.0,12.0,3.2,3.7,52.0,,195.0,-47.5,27.8,,,,,,,,
170,CHAN-1983,1983-09-11 00:00:00,AL051983,CHAN,65.0,35.0,31.6,-63.3,10.0,6.2,7.0,57.0,13.300000199999998,-97.0,,10.2,16.7,-22.0,12.6,3.0,3.7,48.7,,186.0,-58.1,27.6,,,,,,,,
171,CHAN-1983,1983-09-11 06:00:00,AL051983,CHAN,65.0,45.0,32.0,-62.4,15.0,7.9,0.0,59.0,15.20000023,-84.0,,14.2,21.4,0.0,7.6,3.3,3.6,49.1,,218.0,-57.2,27.4,,,,,,,,
172,CHAN-1983,1983-09-11 12:00:00,AL051983,CHAN,65.0,55.0,32.4,-61.2,20.0,17.4,-27.0,63.0,23.30000035,-72.0,,19.2,28.9,1.0,4.5,2.9,3.8,47.3,,222.0,-34.6,27.2,,,,,,,,
173,CHAN-1983,1983-09-11 18:00:00,AL051983,CHAN,65.0,65.0,32.8,-60.0,20.0,20.0,-15.0,62.0,17.20000026,-55.0,,22.3,29.6,-3.0,-2.5,3.9,3.6,45.6,,241.0,-60.8,27.0,,,,,,,,
174,CHAN-1983,1983-09-12 00:00:00,AL051983,CHAN,55.0,65.0,33.1,-58.9,10.0,20.2,-24.0,58.0,17.90000027,-52.0,,20.2,30.1,-21.0,-2.5,3.6,3.5,45.3,,202.0,-49.7,26.9,,,,,,,,
175,CHAN-1983,1983-09-12 06:00:00,AL051983,CHAN,55.0,65.0,33.6,-57.6,0.0,26.3,-7.0,59.0,12.70000019,-54.0,,20.6,28.0,17.0,-5.2,3.3,3.4,48.0,,121.0,-52.5,26.8,,,,,,,,
176,CHAN-1983,1983-09-12 12:00:00,AL051983,CHAN,45.0,65.0,34.0,-56.3,0.0,31.4,-6.0,60.0,12.60000019,-50.0,,22.6,26.6,7.0,-7.4,3.9,3.3,47.4,,158.0,-65.3,26.8,,,,,,,,
177,CHAN-1983,1983-09-12 18:00:00,AL051983,CHAN,40.0,65.0,34.4,-55.5,0.0,28.5,-11.0,59.0,19.10000028,-39.0,,20.2,24.5,-20.0,-7.3,5.7,3.0,46.3,,208.0,-56.7,26.6,,,,,,,,
178,CHAN-1983,1983-09-13 00:00:00,AL051983,CHAN,40.0,55.0,34.8,-54.9,-10.0,27.6,-19.0,58.0,18.20000027,-47.0,,18.1,22.9,-41.0,-8.3,5.5,3.0,44.2,,146.0,-7.0,26.5,,,,,,,,
179,CHAN-1983,1983-09-13 06:00:00,AL051983,CHAN,40.0,55.0,35.3,-54.5,-10.0,26.7,2.0,61.0,11.00000016,-48.0,,13.3,18.8,1.0,-3.6,5.4,2.8,45.1,,131.0,8.8,26.4,,,,,,,,
180,CHAN-1983,1983-09-13 12:00:00,AL051983,CHAN,35.0,45.0,35.9,-54.2,-10.0,27.8,5.0,63.0,7.700000115,-57.0,,17.0,22.7,12.0,-6.5,5.5,3.0,42.5,,92.0,13.5,26.4,,,,,,,,
181,CHAN-1983,1983-09-13 18:00:00,AL051983,CHAN,35.0,40.0,36.3,-53.9,-15.0,23.4,12.0,63.0,32.70000049,-58.0,,15.4,20.3,8.0,-1.6,5.9,2.9,44.0,,251.0,-34.6,26.3,,,,,,,,
182,CHAN-1983,1983-09-14 00:00:00,AL051983,CHAN,30.0,40.0,36.8,-53.8,-5.0,15.4,20.0,64.0,30.50000045,-57.0,,10.8,13.7,31.0,1.9,5.7,3.3,44.5,,285.0,-15.0,26.1,,,,,,,,
183,CHAN-1983,1983-09-14 06:00:00,AL051983,CHAN,30.0,40.0,37.4,-53.8,0.0,12.9,-21.0,66.0,26.10000039,-58.0,,7.7,13.1,-16.0,8.1,5.7,3.3,45.3,,205.0,-4.1,26.0,,,,,,,,
184,CHAN-1983,1983-09-14 12:00:00,AL051983,CHAN,,35.0,38.7,-53.8,-5.0,8.4,-45.0,72.0,22.10000033,-59.0,,1.4,12.0,-58.0,9.5,2.1,4.6,43.9,,166.0,-3.2,25.6,,,,,,,,
185,CHAN-1983,1983-09-14 18:00:00,AL051983,CHAN,,35.0,39.5,-52.5,-5.0,18.8,5.0,69.0,14.80000022,-51.0,,9.9,13.9,-19.0,7.7,0.5,5.3,41.3,,151.0,14.3,25.1,,,,,,,,
186,CHAN-1983,1983-09-15 00:00:00,AL051983,CHAN,,30.0,40.4,-50.7,-5.0,6.1,-40.0,69.0,11.10000017,-38.0,,6.8,14.6,-54.0,18.4,0.2,5.8,42.4,,84.0,13.3,23.9,,,,,,,,
187,CHAN-1983,1983-09-15 06:00:00,AL051983,CHAN,,30.0,41.7,-48.8,-5.0,9.7,-53.0,72.0,5.40000008,1.0,,12.7,21.4,-43.0,26.3,0.0,7.8,45.7,,75.0,11.9,21.7,,,,,,,,
188,DEAN-1983,1983-09-26 18:00:00,AL061983,DEAN,40.0,35.0,28.0,-73.0,,27.8,48.0,68.0,,-114.0,,16.9,22.7,65.0,8.2,4.6,3.6,47.4,,,,28.7,,,,,,,,
189,DEAN-1983,1983-09-27 00:00:00,AL061983,DEAN,45.0,35.0,28.5,-72.9,,32.9,68.0,67.0,9.800000146,-118.0,,23.1,32.6,99.0,8.0,3.3,3.8,43.1,,204.0,16.8,28.7,,,,,,,,
190,DEAN-1983,1983-09-27 06:00:00,AL061983,DEAN,45.0,40.0,29.0,-72.8,5.0,30.1,61.0,63.0,15.40000023,-113.0,,24.6,34.6,71.0,10.3,2.2,4.0,39.8,,196.0,8.1,28.6,,,,,,,,
191,DEAN-1983,1983-09-27 12:00:00,AL061983,DEAN,50.0,40.0,29.5,-72.6,5.0,25.0,70.0,62.0,30.50000045,-112.0,,22.0,28.6,65.0,12.0,1.5,4.2,44.5,,252.0,-21.4,28.5,,,,,,,,
192,DEAN-1983,1983-09-27 18:00:00,AL061983,DEAN,50.0,40.0,30.3,-72.1,0.0,30.0,91.0,62.0,16.80000025,-109.0,,26.8,36.6,118.0,7.0,1.1,4.7,46.2,,197.0,8.0,28.3,,,,,,,,
193,DEAN-1983,1983-09-28 00:00:00,AL061983,DEAN,55.0,45.0,31.2,-71.7,5.0,33.8,72.0,62.0,21.30000032,-78.0,,32.6,38.0,108.0,12.8,0.8,5.0,44.0,,258.0,12.5,26.7,,,,,,,,
194,DEAN-1983,1983-09-28 06:00:00,AL061983,DEAN,55.0,45.0,32.2,-71.1,5.0,27.6,51.0,61.0,12.80000019,-71.0,,30.0,35.7,54.0,15.4,0.3,5.3,43.7,,247.0,18.3,26.3,,,,,,,,
195,DEAN-1983,1983-09-28 12:00:00,AL061983,DEAN,55.0,50.0,33.1,-70.7,5.0,27.9,52.0,62.0,16.00000024,-54.0,,28.0,33.9,75.0,11.6,0.0,7.0,43.5,,204.0,15.5,26.1,,,,,,,,
196,DEAN-1983,1983-09-28 18:00:00,AL061983,DEAN,55.0,50.0,34.0,-70.7,5.0,33.7,71.0,60.0,19.00000028,-54.0,,34.0,38.8,77.0,10.6,0.0,7.4,44.6,,239.0,18.0,26.0,,,,,,,,
197,DEAN-1983,1983-09-29 00:00:00,AL061983,DEAN,55.0,55.0,34.5,-70.8,5.0,39.6,66.0,56.0,7.300000109,-47.0,,38.1,42.4,82.0,16.4,0.0,9.9,42.4,,180.0,17.0,26.0,,,,,,,,
198,DEAN-1983,1983-09-29 06:00:00,AL061983,DEAN,55.0,55.0,34.8,-71.0,5.0,32.4,26.0,54.0,4.600000069,-50.0,,32.2,38.5,37.0,17.6,0.0,10.7,43.1,,151.0,18.5,26.1,,,,,,,,
199,DEAN-1983,1983-09-29 12:00:00,AL061983,DEAN,40.0,55.0,35.1,-71.5,0.0,29.6,53.0,53.0,5.100000076000001,-51.0,,31.4,36.3,65.0,15.8,0.0,13.4,43.0,,149.0,19.8,26.1,,,,,,,,
200,DEAN-1983,1983-09-29 18:00:00,AL061983,DEAN,30.0,55.0,35.8,-73.0,0.0,31.2,9.0,50.0,28.60000043,-39.0,,31.0,36.4,22.0,12.6,0.0,12.7,43.7,,289.0,-6.1,25.2,,,,,,,,
201,DEAN-1983,1983-09-30 00:00:00,AL061983,DEAN,,55.0,36.4,-74.0,0.0,36.4,37.0,51.0,23.70000035,-27.0,,31.9,35.0,46.0,15.2,0.0,14.9,43.8,,237.0,-9.4,24.2,,,,,,,,
202,DEAN-1983,1983-09-30 06:00:00,AL061983,DEAN,,55.0,37.0,-74.9,0.0,28.0,23.0,50.0,13.600000199999998,-10.0,,22.3,28.6,26.0,12.2,0.0,19.2,43.5,,188.0,-11.1,22.9,,,,,,,,
203,DEAN-1983,1983-09-30 12:00:00,AL061983,DEAN,,40.0,37.5,-75.8,-15.0,14.6,6.0,52.0,17.20000026,-11.0,,16.8,22.2,15.0,7.2,0.0,20.4,43.5,,229.0,3.9,21.8,,,,,,,,
204,DEAN-1983,1983-09-30 18:00:00,AL061983,DEAN,,30.0,37.9,-76.9,,15.0,-1.0,51.0,5.700000085,-10.0,,16.7,21.4,-13.0,3.8,0.0,14.8,39.6,,170.0,12.4,21.2,,,,,,,,
205,ARTH-1984,1984-08-28 18:00:00,AL061984,ARTH,45.0,25.0,10.5,-51.0,,10.9,-2.0,58.0,,-125.0,,5.7,13.0,6.0,-9.7,2.2,2.7,55.2,,,,28.3,,,,,,,,
206,ARTH-1984,1984-08-29 00:00:00,AL061984,ARTH,45.0,25.0,10.5,-52.5,,8.0,3.0,56.0,14.70000022,-124.0,,5.1,13.8,-8.0,-7.5,2.2,2.4,54.0,,213.0,-17.6,28.3,,,,,,,,
207,ARTH-1984,1984-08-29 06:00:00,AL061984,ARTH,40.0,25.0,10.6,-54.0,0.0,8.7,15.0,62.0,14.00000021,-129.0,,5.2,13.4,-2.0,-6.6,2.5,2.4,54.7,,250.0,-73.4,28.4,,,,,,,,
208,ARTH-1984,1984-08-29 12:00:00,AL061984,ARTH,35.0,35.0,11.2,-55.0,10.0,12.5,17.0,63.0,15.30000023,-115.0,,9.4,13.0,4.0,-4.6,3.0,2.4,56.6,,191.0,-41.1,28.3,,,,,,,,
209,ARTH-1984,1984-08-29 18:00:00,AL061984,ARTH,35.0,45.0,11.8,-55.8,20.0,6.3,23.0,65.0,12.60000019,-101.0,,3.1,9.3,16.0,-7.7,3.4,2.6,57.5,,203.0,-73.3,28.2,,,,,,,,
210,ARTH-1984,1984-08-30 00:00:00,AL061984,ARTH,35.0,45.0,12.4,-56.3,10.0,6.7,29.0,65.0,5.800000086,-100.0,,8.1,14.5,20.0,-9.8,3.6,2.4,56.7,,143.0,-64.7,28.1,,,,,,,,
